203,1
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,1
220,1
221,0
222,0
223,0
224,0
225,1
226,0
227,1
228,1
229,0
230,0
231,0
232,0
233,1
234,0
235,1
236,1
237,1
238,1
239,0
240,0
370,1
371,1
372,1
373,0
374,1
375,1
376,0
377,0
378,1
379,0
380,0
381,0
382,0
383,1
384,1
385,1
386,0
387,0
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,0
396,1
397,1
398,1
399,1
468,1
469,1
470,1
471,0
472,1
473,1
474,1
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,1
483,1
484,1
485,0
486,1
487,1
488,1
489,0
490,1
491,1
492,1
493,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,0
512,1
513,1
514,0
515,1
516,1
517,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,0
530,1
531,1
555,1
556,1
557,0
558,0
559,1
560,1
561,1
562,0
563,1
564,0
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
588,1
589,1
590,0
591,0
592,0
593,0
594,1
595,0
596,1
597,1
598,1
599,1
600,1
601,1
