203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,1
227,1
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,0
239,0
240,1
370,1
371,1
372,1
373,0
374,1
375,1
376,1
377,0
378,1
379,1
380,1
381,0
382,1
383,1
384,1
385,0
386,1
387,1
388,1
389,0
390,0
391,0
392,1
393,0
394,1
395,0
396,1
397,0
398,1
399,0
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,0
478,0
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,1
491,1
492,1
493,1
497,1
498,1
499,1
500,1
501,1
502,1
503,0
504,1
505,1
506,1
507,0
508,0
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
520,0
521,0
522,1
523,1
524,1
525,0
526,1
527,1
528,0
529,0
530,1
531,1
555,1
556,1
557,1
558,0
559,0
560,1
561,0
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,0
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,0
581,1
582,1
583,1
584,1
588,1
589,1
590,1
591,1
592,1
593,0
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
